Row,collision
scenario342,0
scenario343,0
scenario344,0
scenario345,0
scenario346,0
scenario347,0
scenario348,0
scenario349,1
scenario350,0
scenario351,0
scenario352,0
scenario353,0
scenario354,0
scenario355,0
scenario356,0
scenario357,0
scenario358,0
scenario359,0
scenario360,0
scenario361,0
scenario362,0
scenario363,0
scenario364,0
scenario365,0
scenario366,0
scenario367,0
scenario368,0
scenario369,0
scenario370,0
scenario371,0
scenario372,0
scenario373,0
scenario374,0
scenario375,0
scenario376,0
scenario377,0
scenario378,0
scenario379,0
scenario380,0
scenario381,0
scenario382,0
scenario383,0
scenario384,0
scenario385,0
scenario386,1
scenario387,0
scenario388,0
scenario389,1
scenario390,1
scenario391,0
scenario392,0
scenario393,0
scenario394,0
scenario395,0
scenario396,0
scenario397,1
scenario398,0
scenario399,1
scenario400,0
scenario401,0
scenario402,1
scenario403,0
scenario404,0
scenario405,0
scenario406,0
scenario407,0
scenario408,0
scenario409,0
scenario410,0
scenario411,0
scenario412,0
scenario413,1
scenario414,0
scenario415,0
scenario416,1
scenario417,1
scenario418,1
scenario419,1
scenario420,0
scenario421,0
scenario422,1
scenario423,1
scenario424,1
scenario425,1
scenario426,1
scenario427,0
scenario428,0
scenario429,1
scenario430,1
scenario431,1
scenario432,1
scenario433,0
scenario434,1
scenario435,1
scenario436,0
scenario437,1
scenario438,1
scenario439,0
scenario440,1
scenario441,0
scenario442,1
scenario443,1
scenario444,1
scenario445,1
scenario446,1
scenario447,1
scenario448,1
scenario449,1
scenario450,1
scenario451,1
scenario452,0
scenario453,0
scenario454,0
scenario455,0
scenario456,1
scenario457,0
scenario458,1
scenario459,0
scenario460,1
scenario461,1
scenario462,1
scenario463,0
scenario464,0
scenario465,0
scenario466,0
scenario467,0
scenario468,0
scenario469,0
scenario470,0
scenario471,0
scenario472,0
scenario473,0
scenario474,0
scenario475,1
scenario476,0
scenario477,0
scenario478,0
scenario479,1
scenario480,1
scenario481,1
scenario482,0
scenario483,1
scenario484,1
scenario485,0
scenario486,1
scenario487,1
scenario488,0
scenario489,1
scenario490,1
scenario491,1
scenario492,0
scenario493,1
scenario494,1
scenario495,1
scenario496,0
scenario497,0
scenario498,0
scenario499,0
scenario500,0
scenario501,1
scenario502,0
scenario503,0
scenario504,0
scenario505,0
scenario506,0
scenario507,0
scenario508,0
scenario509,0
scenario510,1
scenario511,0
scenario512,0
scenario513,0
scenario514,0
scenario515,0
scenario516,0
scenario517,0
scenario518,0
scenario519,0
scenario520,0
scenario521,0
scenario522,0
scenario523,0
scenario524,0
scenario525,0
scenario526,0
scenario527,0
scenario528,0
scenario529,0
scenario530,1
scenario531,0
scenario532,0
scenario533,0
scenario534,0
scenario535,1
scenario536,0
scenario537,1
scenario538,1
scenario539,1
scenario540,1
scenario541,0
scenario542,1
scenario543,1
scenario544,1
scenario545,1
scenario546,1
scenario547,1
scenario548,1
scenario549,1
scenario550,1
scenario551,1
scenario552,1
scenario553,1
scenario554,0
scenario555,1
scenario556,1
scenario557,1
scenario558,1
scenario559,1
scenario560,1
scenario561,1
scenario562,1
scenario563,1
scenario564,1
scenario565,1
scenario566,1
scenario567,0
scenario568,1
scenario569,1
scenario570,1
scenario571,1
scenario572,0
scenario573,1
scenario574,1
scenario575,1
scenario576,1
scenario577,1
scenario578,0
scenario579,0
scenario580,1
scenario581,0
scenario582,1
scenario583,1
scenario584,0
scenario585,0
scenario586,1
scenario587,0
scenario588,0
scenario589,0
scenario590,0
scenario591,1
scenario592,1
scenario593,1
scenario594,1
scenario595,0
scenario596,1
scenario597,1
scenario598,1
scenario599,0
scenario600,1
scenario601,1
scenario602,1
scenario603,1
scenario604,1
scenario605,0
scenario606,1
scenario607,1
scenario608,1
scenario609,1
scenario610,0
scenario611,1
scenario612,0
scenario613,0
scenario614,0
scenario615,0
scenario616,0
scenario617,0
scenario618,0
scenario619,0
scenario620,0
scenario621,0
scenario622,1
scenario623,0
scenario624,0
scenario625,0
scenario626,0
scenario627,0
scenario628,0
scenario629,0
scenario630,0
scenario631,0
scenario632,0
scenario633,0
scenario634,0
scenario635,0
scenario636,0
scenario637,0
scenario638,0
scenario639,0
scenario640,0
scenario641,0
scenario642,1
scenario643,1
scenario644,1
scenario645,1
scenario646,1
scenario647,1
scenario648,1
scenario649,1
scenario650,1
scenario651,0
scenario652,0
scenario653,0
scenario654,1
scenario655,1
scenario656,1
scenario657,0
scenario658,0
scenario659,0
scenario660,0
scenario661,0
scenario662,0
scenario663,0
scenario664,0
scenario665,0
scenario666,0
scenario667,0
scenario668,0
scenario669,0
scenario670,0
scenario671,0
scenario672,0
scenario673,0
scenario674,0
scenario675,0
scenario676,0
scenario677,1
scenario678,0
scenario679,1
scenario680,1
scenario681,1
scenario682,0
scenario683,1
scenario684,0
scenario685,0
scenario686,1
scenario687,1
scenario688,1
scenario689,1
scenario690,1
scenario691,1
scenario692,1
scenario693,1
scenario694,0
scenario695,0
scenario696,0
scenario697,0
scenario698,0
scenario699,0
scenario700,0
scenario701,0
scenario702,0
scenario703,0
scenario704,0
scenario705,0
scenario706,0
scenario707,0
scenario708,0
scenario709,0
scenario710,0
scenario711,1
scenario712,1
scenario713,1
scenario714,0
scenario715,1
scenario716,1
scenario717,1
scenario718,0
scenario719,1
scenario720,1
scenario721,0
scenario722,1
scenario723,1
scenario724,1
scenario725,1
scenario726,0
scenario727,0
scenario728,1
scenario729,1
scenario730,1
scenario731,0
scenario732,0
scenario733,0
scenario734,0
scenario735,0
scenario736,0
scenario737,1
scenario738,0
scenario739,0
scenario740,0
scenario741,0
scenario742,1
scenario743,1
scenario744,1
scenario745,1
scenario746,1
scenario747,0
scenario748,0
scenario749,0
scenario750,0
scenario751,0
scenario752,1
scenario753,1
scenario754,1
scenario755,0
scenario756,1
scenario757,1
scenario758,1
scenario759,1
scenario760,0
scenario761,1
scenario762,1
scenario763,1
scenario764,1
scenario765,1
scenario766,0
scenario767,0
scenario768,0
scenario769,1
scenario770,0
scenario771,1
scenario772,0
scenario773,0
scenario774,0
scenario775,0
scenario776,1
scenario777,0
scenario778,0
scenario779,0
scenario780,0
scenario781,0
scenario782,1
scenario783,1
scenario784,0
scenario785,0
scenario786,1
scenario787,0
scenario788,0
scenario789,0
scenario790,1
scenario791,0
scenario792,0
scenario793,0
scenario794,1
scenario795,0
scenario796,0
scenario797,1
scenario798,1
scenario799,0
scenario800,0
scenario801,0
scenario802,0
scenario803,1
scenario804,0
scenario805,0
scenario806,0
scenario807,0
scenario808,0
scenario809,0
scenario810,0
scenario811,0
scenario812,0
scenario813,0
scenario814,1
scenario815,0
scenario816,0
scenario817,0
scenario818,0
scenario819,0
scenario820,0
scenario821,0
scenario822,1
scenario823,0
scenario824,0
scenario825,1
scenario826,1
scenario827,1
scenario828,1
scenario829,0
scenario830,0
scenario831,1
scenario832,1
scenario833,0
scenario834,1
scenario835,1
scenario836,0
scenario837,0
scenario838,1
scenario839,1
scenario840,1
scenario841,1
scenario842,1
scenario843,1
scenario844,1
scenario845,1
scenario846,0
scenario847,1
scenario848,1
scenario849,1
scenario850,0
scenario851,0
scenario852,1
scenario853,1
scenario854,1
scenario855,1
scenario856,1
scenario857,1
scenario858,1
scenario859,1
scenario860,1
scenario861,1
scenario862,1
scenario863,1
scenario864,1
scenario865,1
scenario866,1
scenario867,1
scenario868,1
scenario869,1
scenario870,1
scenario871,0
scenario872,1
scenario873,1
scenario874,1
scenario875,1
scenario876,1
scenario877,1
scenario878,1
